common_name;scientific_name;start_time;end_time;confidence;label;filepath;filename;validScientificNameId;Species_NorwegianName;Family_ScientificName;Family_NorwegianName;Order_ScientificName;Order_NorwegianName;Family_ScientificNameId;Order_ScientificNameId;Species_ScientificNameId;Redlist_Status
Redwing;Turdus iliacus;321.0;324.0;0.0588308684527874;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;321.0;324.0;0.029639411717653275;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Goldcrest;Regulus regulus;321.0;324.0;0.027323385700583458;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
European Robin;Erithacus rubecula;321.0;324.0;0.023320568725466728;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Ural Owl;Strix uralensis;321.0;324.0;0.019875654950737953;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Eagle-Owl;Bubo bubo;321.0;324.0;0.014277074486017227;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Song Thrush;Turdus philomelos;321.0;324.0;0.011638597585260868;Turdus philomelos_Song Thrush;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4557;måltrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4557;LC
Redwing;Turdus iliacus;324.0;327.0;0.0629114955663681;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;324.0;327.0;0.032152291387319565;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Ural Owl;Strix uralensis;324.0;327.0;0.017119858413934708;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Coot;Fulica atra;324.0;327.0;0.01622188463807106;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
European Robin;Erithacus rubecula;324.0;327.0;0.01379075925797224;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Goldcrest;Regulus regulus;324.0;327.0;0.012439720332622528;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Eurasian Eagle-Owl;Bubo bubo;324.0;327.0;0.01225707121193409;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Common Crane;Grus grus;324.0;327.0;0.010605555027723312;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Redwing;Turdus iliacus;327.0;330.0;0.060724254697561264;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;327.0;330.0;0.05079326033592224;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Ural Owl;Strix uralensis;327.0;330.0;0.02510545775294304;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
European Robin;Erithacus rubecula;327.0;330.0;0.02098149247467518;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Goldcrest;Regulus regulus;327.0;330.0;0.01864122599363327;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Fieldfare;Turdus pilaris;327.0;330.0;0.016377901658415794;Turdus pilaris_Fieldfare;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4559;gråtrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4559;LC
European Golden-Plover;Pluvialis apricaria;327.0;330.0;0.016109002754092216;Pluvialis apricaria_European Golden-Plover;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3646;heilo;Charadriidae;lofamilien;Charadriiformes;vade-, måke- og alkefugler;;;3646;NT
Eurasian Eagle-Owl;Bubo bubo;327.0;330.0;0.015310868620872498;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Eurasian Coot;Fulica atra;327.0;330.0;0.01443408988416195;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Common Crane;Grus grus;327.0;330.0;0.013781145215034485;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Common Sandpiper;Actitis hypoleucos;327.0;330.0;0.011436422355473042;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Common Goldeneye;Bucephala clangula;327.0;330.0;0.011344474740326405;Bucephala clangula_Common Goldeneye;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3501;kvinand;Anatidae;andefamilien;Anseriformes;andefugler;;;3501;LC
Eurasian Moorhen;Gallinula chloropus;327.0;330.0;0.010348271578550339;Gallinula chloropus_Eurasian Moorhen;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4099;sivhøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4099;VU
Hawfinch;Coccothraustes coccothraustes;330.0;333.0;0.06348757445812225;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;330.0;333.0;0.02883622795343399;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Common Crane;Grus grus;330.0;333.0;0.021097930148243904;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
European Robin;Erithacus rubecula;330.0;333.0;0.01127032283693552;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Eurasian Coot;Fulica atra;330.0;333.0;0.010892330668866634;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Redwing;Turdus iliacus;333.0;336.0;0.0333360955119133;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;333.0;336.0;0.019178155809640884;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Goldcrest;Regulus regulus;333.0;336.0;0.010367637500166893;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Redwing;Turdus iliacus;336.0;339.0;0.0512920543551445;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;336.0;339.0;0.042717546224594116;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Ural Owl;Strix uralensis;336.0;339.0;0.016021981835365295;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Goldcrest;Regulus regulus;336.0;339.0;0.010841624811291695;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Redwing;Turdus iliacus;339.0;342.0;0.028434142470359802;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Common Crane;Grus grus;339.0;342.0;0.028333695605397224;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Goldcrest;Regulus regulus;339.0;342.0;0.0137907974421978;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Eurasian Coot;Fulica atra;339.0;342.0;0.013290048576891422;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Hawfinch;Coccothraustes coccothraustes;339.0;342.0;0.01179508212953806;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Ural Owl;Strix uralensis;339.0;342.0;0.011110056191682816;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Hawfinch;Coccothraustes coccothraustes;342.0;345.0;0.056376587599515915;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;342.0;345.0;0.046133242547512054;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Eurasian Coot;Fulica atra;342.0;345.0;0.02003338560461998;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
European Robin;Erithacus rubecula;342.0;345.0;0.017467983067035675;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
European Golden-Plover;Pluvialis apricaria;342.0;345.0;0.01673045940697193;Pluvialis apricaria_European Golden-Plover;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3646;heilo;Charadriidae;lofamilien;Charadriiformes;vade-, måke- og alkefugler;;;3646;NT
Common Ringed Plover;Charadrius hiaticula;342.0;345.0;0.016711527481675148;Charadrius hiaticula_Common Ringed Plover;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3635;sandlo;Charadriidae;lofamilien;Charadriiformes;vade-, måke- og alkefugler;;;3635;LC
Common Crane;Grus grus;342.0;345.0;0.016524674370884895;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Common Sandpiper;Actitis hypoleucos;342.0;345.0;0.013080463744699955;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Song Thrush;Turdus philomelos;342.0;345.0;0.012927316129207611;Turdus philomelos_Song Thrush;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4557;måltrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4557;LC
Common Goldeneye;Bucephala clangula;342.0;345.0;0.012650891207158566;Bucephala clangula_Common Goldeneye;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3501;kvinand;Anatidae;andefamilien;Anseriformes;andefugler;;;3501;LC
Eurasian Eagle-Owl;Bubo bubo;342.0;345.0;0.011731313541531563;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Redwing;Turdus iliacus;345.0;348.0;0.06510096788406372;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;345.0;348.0;0.04907356947660446;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Eurasian Coot;Fulica atra;345.0;348.0;0.03623460978269577;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Common Crane;Grus grus;345.0;348.0;0.02516227960586548;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
European Robin;Erithacus rubecula;345.0;348.0;0.022428587079048157;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Eurasian Moorhen;Gallinula chloropus;345.0;348.0;0.016440100967884064;Gallinula chloropus_Eurasian Moorhen;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4099;sivhøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4099;VU
Goldcrest;Regulus regulus;345.0;348.0;0.011680898256599903;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Common Sandpiper;Actitis hypoleucos;345.0;348.0;0.010881328023970127;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Hawfinch;Coccothraustes coccothraustes;348.0;351.0;0.6809991002082825;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
European Robin;Erithacus rubecula;348.0;351.0;0.094522625207901;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Redwing;Turdus iliacus;348.0;351.0;0.012817448936402798;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;351.0;354.0;0.03280112147331238;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;351.0;354.0;0.029670344665646553;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Eurasian Woodcock;Scolopax rusticola;351.0;354.0;0.014867467805743217;Scolopax rusticola_Eurasian Woodcock;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3788;rugde;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3788;LC
Common Crane;Grus grus;351.0;354.0;0.014538618735969067;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Common Sandpiper;Actitis hypoleucos;351.0;354.0;0.013944212347269058;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Ural Owl;Strix uralensis;351.0;354.0;0.011604918166995049;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Eagle-Owl;Bubo bubo;351.0;354.0;0.010654320009052753;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Redwing;Turdus iliacus;354.0;357.0;0.010891021229326725;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Redwing;Turdus iliacus;357.0;360.0;0.06524031609296799;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Ural Owl;Strix uralensis;357.0;360.0;0.016613390296697617;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Eagle-Owl;Bubo bubo;357.0;360.0;0.012094982899725437;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Hawfinch;Coccothraustes coccothraustes;357.0;360.0;0.010166461579501629;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Hawfinch;Coccothraustes coccothraustes;360.0;363.0;0.8923847675323486;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
European Robin;Erithacus rubecula;360.0;363.0;0.04038149118423462;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Redwing;Turdus iliacus;363.0;366.0;0.09294357150793076;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;363.0;366.0;0.025951474905014038;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Ural Owl;Strix uralensis;363.0;366.0;0.020284969359636307;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Eagle-Owl;Bubo bubo;363.0;366.0;0.014621412381529808;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
European Robin;Erithacus rubecula;363.0;366.0;0.01344293076545;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Goldcrest;Regulus regulus;363.0;366.0;0.013228951022028923;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Common Crane;Grus grus;363.0;366.0;0.010935244150459766;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Eurasian Coot;Fulica atra;363.0;366.0;0.010857166722416878;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Hawfinch;Coccothraustes coccothraustes;366.0;369.0;0.04131524637341499;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;366.0;369.0;0.036538828164339066;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Meadow Pipit;Anthus pratensis;366.0;369.0;0.016623200848698616;Anthus pratensis_Meadow Pipit;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4322;heipiplerke;Motacillidae;erlefamilien;Passeriformes;spurvefugler;;;4322;LC
White Wagtail;Motacilla alba;366.0;369.0;0.012943401001393795;Motacilla alba_White Wagtail;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4332;linerle;Motacillidae;erlefamilien;Passeriformes;spurvefugler;;;4332;LC
Green Sandpiper;Tringa ochropus;366.0;369.0;0.012637205421924591;Tringa ochropus_Green Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3795;skogsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3795;LC
Eurasian Coot;Fulica atra;366.0;369.0;0.0104745551943779;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Redwing;Turdus iliacus;369.0;372.0;0.06711752712726593;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;369.0;372.0;0.030793461948633194;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Eurasian Coot;Fulica atra;369.0;372.0;0.022377895191311836;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Ural Owl;Strix uralensis;369.0;372.0;0.016900265589356422;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Common Sandpiper;Actitis hypoleucos;369.0;372.0;0.011582247912883759;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Redwing;Turdus iliacus;372.0;375.0;0.04793853685259819;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
